age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
43,4,1,2,0,0.1077443754187914,0,0,0,21,9,0.08043310131477185,4,-1,0,3,1
38,4,1,2,0,0.11678459074854347,0,0,0,21,9,0.17040474349059037,4,-1,0,3,1
30,7,1,1,0,0.07776175171207596,1,0,0,21,9,0.17504511472028875,4,-1,0,3,1
35,0,0,1,0,0.11905600163541585,0,1,0,21,9,0.2077855117298273,2,-1,0,3,1
43,9,1,1,0,0.1151037466922579,1,0,0,21,9,0.19927816447538027,3,-1,0,3,1
34,4,2,2,0,0.10766487603775085,1,0,0,21,9,0.18123227635988656,6,-1,0,3,1
52,1,1,1,0,0.08434884328400587,0,0,0,21,9,0.2482598607888631,2,-1,0,3,1
46,4,1,1,0,0.07945395282279588,0,0,0,21,9,0.31451405001288996,2,-1,0,3,1
46,7,0,1,0,0.12692644035842865,0,0,0,21,9,0.137148749677752,2,-1,0,3,1
37,0,2,1,0,0.09022044042657097,1,0,0,21,9,0.40036091776230986,2,-1,0,3,1
42,4,1,2,0,0.09224199611588739,1,1,0,21,9,0.23794792472286672,5,-1,0,3,1
23,10,2,0,0,0.08915287730974095,0,0,1,27,9,0.0015467904098994587,1,-1,0,3,1
53,4,0,1,0,0.08916423436417531,0,1,1,22,2,0.030162412993039445,1,-1,0,3,1
26,10,2,2,0,0.08700639402164655,0,0,0,28,4,0.35705078628512504,1,-1,0,3,1
49,9,1,1,0,0.08693825169504038,1,0,0,28,4,0.317092034029389,1,-1,0,3,1
34,11,2,1,0,0.08751746147119284,0,0,0,28,4,0.2131992781644754,1,-1,0,3,1
28,11,2,1,0,0.12847099976150186,0,0,0,28,4,0.1977313740654808,1,-1,0,3,1
46,9,0,2,0,0.07776175171207596,0,0,0,28,4,0.308584686774942,2,-1,0,3,1
26,10,2,1,0,0.08482583957024906,0,0,0,28,4,0.37354988399071926,2,-1,0,3,1
31,7,2,1,0,0.09717095774040045,0,1,1,28,4,0.242846094354215,3,-1,0,3,1
51,0,2,2,0,0.08223643115921454,0,0,1,28,4,0.24903325599381285,2,-1,0,3,1
47,1,1,1,0,0.0905384379507331,1,0,0,29,4,0.28332044341325086,1,-1,0,3,1
53,1,1,0,1,0.07251479256340077,0,0,0,29,4,0.12064965197215778,1,-1,0,3,1
29,10,2,0,0,0.08400813165097501,0,0,0,29,4,0.2059809229182779,1,-1,0,3,1
32,9,2,1,0,0.08389456110663139,0,1,0,29,4,0.19283320443413252,1,-1,0,3,1
26,1,2,0,0,0.0884487399348105,0,0,0,29,4,0.29981954111884507,1,-1,0,3,1
40,4,2,2,0,0.09321870279724251,0,0,0,29,4,0.3792214488270173,1,-1,0,3,1
33,7,2,2,0,0.07262836310774437,0,0,0,29,4,0.17788089713843774,2,-1,0,3,1
49,10,1,0,0,0.08364470590907543,0,0,0,29,4,0.49368393915957726,2,-1,0,3,1
60,9,1,2,0,0.07695540084723626,1,1,0,30,4,0.37354988399071926,1,-1,0,3,1
41,4,2,1,0,0.11449046575280236,1,0,0,30,4,0.7135859757669503,1,-1,0,3,1
36,9,2,1,0,0.07887474304664342,0,0,0,30,4,0.19824697086878063,1,-1,0,3,1
29,7,2,3,0,0.07998773438121089,0,0,0,30,4,0.18664604279453467,2,-1,0,3,1
42,0,0,1,0,0.0883919546626387,0,0,0,30,4,0.23949471513276618,1,-1,0,3,1
33,2,2,2,0,0.08116886804238453,1,1,0,30,4,0.237174529517917,5,-1,0,3,1
31,0,0,1,0,0.08022623252433249,1,0,0,30,4,0.45733436452693993,2,-1,0,3,1
31,10,2,0,0,0.07961295158487695,0,0,0,30,4,0.18174787316318639,2,2,1,1,1
26,7,2,1,0,0.07901102769985577,0,0,0,30,4,0.2923433874709977,2,-1,0,3,1
40,9,2,2,0,0.09645546331103566,1,0,0,2,3,0.05491105955143078,1,242,2,0,1
45,10,1,1,0,0.10093014275817425,0,0,1,2,3,0.20649651972157773,1,-1,0,3,1
55,9,1,1,1,0.07426377894629249,0,0,0,2,3,0.2008249548852797,1,-1,0,3,1
29,9,2,2,0,0.10416690327196738,0,0,0,2,3,0.0317092034029389,1,-1,0,3,1
47,4,2,2,0,0.07873845839343108,0,0,0,2,3,0.2794534673885022,1,-1,0,3,1
50,10,0,3,0,0.09011822693666172,0,0,0,2,3,0.1925754060324826,1,-1,0,3,1
44,10,1,1,0,0.07776175171207596,1,0,0,2,3,0.17968548594998712,1,272,1,0,1
56,10,1,1,0,0.07776175171207596,0,0,1,2,3,0.1263212168084558,1,-1,0,3,1
39,8,2,2,0,0.10164563718753905,0,0,0,2,3,0.15106986336684713,1,-1,0,3,1
59,5,2,1,0,0.07778446582094468,0,0,1,2,3,0.24052590873936583,1,-1,0,3,1
43,4,0,1,0,0.07834096148822842,0,0,0,2,3,0.11033771590616138,1,-1,0,3,1
36,0,1,1,0,0.0788520289377747,0,0,0,2,3,0.07733952049497293,1,-1,0,3,1
29,0,2,1,0,0.08942544661616564,1,0,0,2,3,0.04511472028873421,1,-1,0,3,1
38,4,1,2,0,0.09261677891222132,1,0,0,2,3,0.1608662026295437,1,-1,0,3,1
41,7,0,1,0,0.08730167743693995,1,0,0,2,3,0.24129930394431556,1,-1,0,3,1
58,4,0,2,0,0.14250831904237318,0,0,0,2,3,0.1337973704563032,1,-1,0,3,1
61,4,1,2,0,0.14608579118919718,0,0,0,2,3,0.17220933230213972,3,-1,0,3,1
36,4,1,2,0,0.08491669600572396,0,0,0,2,3,0.07295694766692447,1,-1,0,3,1
30,6,2,2,0,0.0826679992277203,1,0,0,2,3,0.10311936065996391,1,-1,0,3,1
43,0,2,1,0,0.07495655926678857,1,1,0,2,3,0.19309100283578243,2,76,4,0,1
39,7,1,1,0,0.07835231854266278,0,0,1,2,3,0.36555813353957206,3,-1,0,3,1
48,1,2,0,0,0.08483719662468342,1,0,0,2,3,0.3668471255478216,2,-1,0,3,1
26,8,2,1,0,0.07776175171207596,0,0,0,2,3,0.31477184841453987,2,-1,0,3,1
51,9,1,1,0,0.07889745715551215,0,0,0,2,3,0.11987625676720805,2,-1,0,3,1
37,4,1,2,0,0.12420074729418179,1,0,0,2,3,0.0739881412735241,2,174,4,1,1
29,9,2,2,0,0.09671667556302598,0,0,0,3,3,0.07605052848672339,1,-1,0,3,1
57,0,1,1,0,0.07968109391148312,0,0,0,3,3,0.09461201340551689,1,-1,0,3,1
25,0,2,1,0,0.08324720900387275,0,1,0,3,3,0.04820830110853313,1,-1,0,3,1
68,5,0,0,0,0.08060101532066644,0,0,0,3,3,0.0922918277906677,1,-1,0,3,1
34,4,1,2,0,0.07776175171207596,1,0,0,3,3,0.06419180201082754,1,-1,0,3,1
38,9,0,1,0,0.08800581481187039,1,0,0,3,3,0.16705336426914152,1,-1,0,3,1
54,9,0,1,0,0.10224756107256022,1,0,0,3,3,0.06676978602732662,1,195,4,0,1
32,4,2,2,0,0.10456440017717006,0,0,0,3,3,0.038669760247486466,2,160,5,1,1
41,1,1,0,0,0.0800445196533827,1,0,0,3,3,0.039958752255736016,1,-1,0,3,1
48,9,2,1,0,0.07671690270411466,1,0,0,3,3,0.3585975766950245,1,-1,0,3,1
59,5,0,1,0,0.08359927769133797,0,0,0,3,3,0.06676978602732662,1,-1,0,3,1
39,10,2,1,0,0.0764670475065587,1,0,0,3,3,0.09538540861046661,1,-1,0,3,1
31,4,1,2,0,0.09287799116421165,0,0,0,3,3,0.04640371229698376,2,90,1,2,1
30,2,2,1,0,0.08607511555802887,0,0,0,3,3,0.36143335911317354,4,-1,0,3,1
40,4,1,2,0,0.09261677891222132,0,0,1,3,3,0.45733436452693993,2,-1,0,3,1
28,6,1,2,0,0.07776175171207596,1,0,0,4,3,0.14024233049755092,3,196,4,0,1
52,4,1,2,0,0.06674540891074492,1,0,0,4,3,0.12554782160350605,1,-1,0,3,1
32,9,2,2,0,0.0919126415372909,1,0,0,4,3,0.048981696313482856,2,-1,0,3,1
34,4,1,2,0,0.07859081668578438,0,0,0,4,3,0.10930652229956174,2,-1,0,3,1
31,10,2,0,0,0.08237271581242689,0,0,0,4,3,0.18922402681103379,1,-1,0,3,1
57,0,1,1,0,0.1276305777333591,0,0,1,4,3,0.3645269399329724,1,-1,0,3,1
31,6,1,2,0,0.07966973685704876,0,0,0,4,3,0.04923949471513277,2,-1,0,3,1
29,4,1,2,0,0.09412726715199146,1,0,0,4,3,0.020108275328692964,2,-1,0,3,1
75,5,0,0,0,0.1218384799718345,1,0,0,4,3,0.034544985821087906,3,-1,0,3,1
32,0,2,1,0,0.08546183461857333,1,0,0,4,3,0.40654807940190774,1,246,4,0,1
31,4,1,2,0,0.07936309638732099,1,0,0,4,3,0.14694508894044858,2,238,7,1,1
41,6,2,2,0,0.07669418859524593,1,0,0,4,3,0.29956174271719516,1,203,1,0,1
22,0,2,2,0,0.08794902953969859,1,0,0,4,3,0.03377159061613818,4,-1,0,3,1
31,10,2,1,0,0.09154921579539131,0,0,0,4,3,0.2505800464037123,1,-1,0,3,1
69,5,1,0,0,0.08144143734880921,0,0,0,4,3,0.034544985821087906,4,-1,0,3,1
30,6,1,2,0,0.1080396588340848,0,0,0,4,3,0.11987625676720805,1,-1,0,3,1
49,1,0,1,0,0.19829417042395886,0,1,0,4,3,0.31554524361948955,1,-1,0,3,1
29,4,2,2,0,0.0856776186528262,0,0,0,4,3,0.05259087393658159,1,-1,0,3,1
43,1,1,1,0,0.08858502458802285,1,0,0,4,3,0.19670018045888116,2,-1,0,3,1
28,7,2,0,0,0.08001044849007961,0,0,0,4,3,0.2510956432070121,2,-1,0,3,1
56,10,2,0,0,0.09036808213421767,0,0,0,4,3,0.24310389275586491,2,-1,0,3,1
39,0,1,1,0,0.079238168788543,1,1,0,4,3,0.3320443413250838,2,-1,0,3,1
33,1,1,1,0,0.08133922385889995,0,0,0,4,3,0.037122969837587005,3,-1,0,3,1
38,9,1,2,0,0.12753972129788418,0,0,0,4,3,0.3555039958752256,4,-1,0,3,1
30,0,2,1,0,0.08131650975003124,1,0,0,4,3,0.288476411446249,2,-1,0,3,1
29,9,1,1,0,0.08086222757265676,0,0,0,4,3,0.7148749677751999,2,-1,0,3,1
69,4,1,2,0,0.08730167743693995,0,0,1,5,3,0.03248259860788863,3,-1,0,3,1
44,4,1,2,0,0.08127108153229379,1,0,0,5,3,0.1737561227120392,1,-1,0,3,1
35,4,2,2,0,0.10850529806589364,0,0,0,5,3,0.17968548594998712,1,-1,0,3,1
31,9,2,2,0,0.09035672507978332,0,0,0,5,3,0.16499097705594226,1,167,2,0,1
26,2,2,1,0,0.07890881420994651,1,0,0,5,3,0.2083011085331271,1,268,1,0,1
26,2,2,2,0,0.08599561617698834,0,0,0,5,3,0.49342614075792735,2,189,29,1,1
34,10,1,0,0,0.08127108153229379,0,0,0,5,3,0.14849187935034802,1,-1,0,3,1
42,9,2,1,0,0.08390591816106575,1,0,0,5,3,0.168600154679041,1,-1,0,3,1
54,7,1,3,0,0.07776175171207596,1,0,0,5,3,0.17633410672853828,2,267,1,1,1
53,4,1,2,0,0.0962056081134797,0,0,0,5,3,0.04021655065738592,3,-1,0,3,1
54,9,1,1,0,0.07776175171207596,0,0,1,5,3,0.19128641402423305,3,-1,0,3,1
48,2,2,2,0,0.08137329502220304,1,0,0,5,3,0.2616653776746584,4,-1,0,3,1
40,10,1,0,0,0.09943101157283847,1,0,0,5,3,0.42768754833720035,2,-1,0,3,1
28,9,2,2,0,0.0854391205097046,0,0,0,5,3,0.2928589842742975,2,-1,0,3,1
34,2,1,2,0,0.08998194228344937,1,0,0,5,3,0.034544985821087906,10,-1,0,3,1
34,4,2,2,0,0.09170821455747238,0,0,0,5,3,0.06728538283062645,8,-1,0,3,1
32,4,2,2,0,0.07776175171207596,0,0,0,5,3,0.14127352410415056,4,-1,0,3,1
31,7,2,1,0,0.07790939341972267,0,1,0,6,3,0.26218097447795824,2,-1,0,3,1
31,4,2,2,0,0.22377940057466694,1,0,0,6,3,0.04021655065738592,1,92,1,2,1
66,9,1,1,0,0.07776175171207596,0,0,0,6,3,0.19309100283578243,1,-1,0,3,1
37,9,2,2,0,0.14705114081611792,0,0,0,6,3,0.035833977829337456,1,-1,0,3,1
33,4,1,2,0,0.07955616631270514,0,0,0,6,3,0.048981696313482856,2,-1,0,3,1
50,4,1,2,0,0.08169129254636517,0,0,0,6,3,0.04537251869038412,1,-1,0,3,1
33,1,2,1,0,0.0856776186528262,0,0,0,6,3,0.2211910286156226,2,-1,0,3,1
56,4,1,2,0,0.08475769724364289,0,0,0,6,3,0.039700953854086105,1,-1,0,3,1
26,7,2,2,0,0.09070879376724852,1,0,0,6,3,0.2531580304202114,2,-1,0,3,1
59,5,0,2,0,0.11687544718401835,0,0,0,6,3,0.06161381799432843,2,-1,0,3,1
32,1,1,1,0,0.09910165699424198,0,0,0,6,3,0.15184325857179687,8,-1,0,3,1
22,8,2,1,0,0.07776175171207596,0,0,0,6,3,0.05852023717452952,6,-1,0,3,1
34,4,1,2,0,0.07776175171207596,0,0,0,6,3,0.20237174529517918,3,9,1,1,1
39,7,1,2,0,0.09471783398257828,0,0,0,9,3,0.2345965455014179,3,-1,0,3,1
28,9,2,1,0,0.08131650975003124,0,0,0,9,3,0.30445991234854347,2,-1,0,3,1
31,6,2,2,0,0.09837480551044281,0,0,1,9,3,0.39675174013921116,1,-1,0,3,1
33,1,2,2,0,0.0857116898161293,0,0,0,9,3,0.03196700180458881,1,88,1,2,1
66,5,1,0,0,0.0801013049255545,0,0,0,9,3,0.12296983758700697,1,-1,0,3,1
26,0,2,1,0,0.08065780059283824,0,0,0,9,3,0.04846609951018303,1,-1,0,3,1
30,0,2,1,0,0.08082815640935367,0,0,0,9,3,0.031193606599639084,1,-1,0,3,1
28,9,2,2,0,0.13439938217623879,0,0,0,9,3,0.06470739881412735,21,-1,0,3,1
29,9,2,2,0,0.08540504934640152,1,0,0,9,3,0.21474606857437484,3,-1,0,3,1
49,7,1,1,0,0.08139600913107177,0,0,1,9,3,0.5076050528486724,4,-1,0,3,1
34,0,1,1,0,0.07776175171207596,1,0,0,10,3,0.02449084815674143,1,85,1,0,1
47,1,1,1,0,0.08107801160690964,0,0,0,10,3,0.07089456045372519,1,-1,0,3,1
42,9,1,2,0,0.08635904191888792,0,0,0,10,3,0.03918535705078628,1,-1,0,3,1
43,4,1,2,0,0.07821603388945043,0,0,0,10,3,0.03738076823923692,1,-1,0,3,1
61,5,1,2,0,0.09203756913606888,0,0,0,10,3,0.12915699922660479,1,-1,0,3,1
35,9,2,1,0,0.09698924486945067,1,0,0,10,3,0.13225058004640372,1,-1,0,3,1
40,1,1,1,0,0.1352284471499472,0,0,0,10,3,0.03918535705078628,2,93,1,2,1
31,4,0,2,0,0.08199793301609296,0,0,0,10,3,0.03351379221448827,6,-1,0,3,1
33,4,1,1,0,0.0819525047983555,0,0,0,11,3,0.11446249033255994,1,-1,0,3,1
69,5,1,0,0,0.10440540141508899,0,0,0,11,3,0.09074503738076824,2,-1,0,3,1
30,7,2,1,0,0.09592168175262064,0,0,0,11,3,0.038669760247486466,2,-1,0,3,1
41,9,1,1,0,0.08986837173910575,0,0,0,11,3,0.027584428976540346,3,-1,0,3,1
31,4,1,2,0,0.10732416440472,1,0,0,11,3,0.07166795565867491,4,-1,0,3,1
22,8,2,1,0,0.08208878945156785,0,0,0,12,3,0.058004640371229696,1,-1,0,3,1
37,0,1,1,0,0.0926849212388275,1,0,0,12,3,0.029904614591389534,4,210,3,0,1
48,4,2,2,0,0.14237203438916085,0,0,0,12,3,0.06702758442897654,1,-1,0,3,1
85,5,1,0,0,0.2153411091299361,0,0,1,12,3,0.04202113946893529,2,-1,0,3,1
72,5,1,2,0,0.07776175171207596,0,0,0,13,3,0.02500644496004125,1,-1,0,3,1
46,0,0,1,0,0.10311069720957172,0,0,0,13,3,0.030678009796339265,1,-1,0,3,1
26,9,2,2,0,0.21247913141247687,0,0,0,13,3,0.030162412993039445,1,-1,0,3,1
37,9,1,2,0,0.07920409762523992,1,0,0,13,3,0.017788089713843776,1,-1,0,3,1
53,4,0,2,0,0.10220213285482277,0,0,0,13,3,0.018819283320443414,3,-1,0,3,1
33,4,2,2,0,0.11810200906292945,0,0,0,13,3,0.04021655065738592,2,85,3,0,1
90,5,0,1,0,0.07777310876651032,0,0,0,13,3,0.038669760247486466,3,-1,0,3,1
54,0,0,1,0,0.09902215761320145,0,0,0,13,3,0.11265790152101057,5,-1,0,3,1
67,5,1,2,0,0.09299156170855527,0,0,0,13,3,0.18149007476153647,1,-1,0,3,1
42,4,0,3,0,0.16523378496553134,0,0,0,16,3,0.03506058262438773,2,-1,0,3,1
71,5,1,0,0,0.13065155421289934,0,0,0,16,3,0.02345965455014179,5,-1,0,3,1
44,0,0,1,0,0.08227050232251763,1,1,0,16,3,0.03222480020623872,1,257,1,1,1
47,2,1,2,0,0.07776175171207596,0,0,0,16,3,0.06676978602732662,2,-1,0,3,1
44,0,1,2,0,0.0817140066552339,1,1,0,16,3,0.04331013147718484,2,-1,0,3,1
37,9,2,1,0,0.10549567864078772,0,0,0,16,3,0.02294405774684197,3,-1,0,3,1
37,7,1,1,0,0.09528568670429638,1,0,0,16,3,0.03506058262438773,2,-1,0,3,1
28,6,2,2,0,0.08690418053173729,0,0,0,16,3,0.08481567414282032,1,-1,0,3,1
21,1,2,1,0,0.10348548000590567,0,0,0,17,3,0.023201856148491882,2,-1,0,3,1
32,4,2,2,0,0.08130515269559688,0,0,0,17,3,0.059293632379479246,2,-1,0,3,1
51,9,1,1,0,0.07998773438121089,1,1,0,17,3,0.022170662541892244,1,-1,0,3,1
26,8,2,1,0,0.08480312546138034,0,0,0,17,3,0.026295436968290797,1,-1,0,3,1
74,5,1,1,0,0.09722774301257225,0,0,1,17,3,0.03222480020623872,1,-1,0,3,1
65,5,1,2,0,0.10520039522549432,0,0,0,17,3,0.05645784996133024,2,-1,0,3,1
47,9,1,1,0,0.08156636494758719,0,0,0,17,3,0.05774684196957979,1,-1,0,3,1
38,0,1,1,0,0.0863363278100192,1,0,0,17,3,0.030420211394689357,1,-1,0,3,1
71,5,1,1,0,0.11012935685000738,0,0,0,17,3,0.04717710750193349,1,-1,0,3,1
29,7,1,1,0,0.09065200849507672,1,0,0,17,3,0.08275328692962104,1,-1,0,3,1
61,5,1,0,0,0.07999909143564525,0,0,0,17,3,0.028615622583139988,1,-1,0,3,1
57,5,0,0,0,0.08593883090481653,0,0,1,17,3,0.051559680329981955,4,-1,0,3,1
37,4,1,2,0,0.13857877820808395,0,0,1,17,3,0.11961845836555814,4,-1,0,3,1
68,5,1,1,0,0.082815640935367,0,0,0,18,3,0.12193864398040732,1,-1,0,3,1
29,4,2,2,0,0.1386242064258214,0,0,0,18,3,0.03738076823923692,1,-1,0,3,1
51,2,1,0,0,0.09414998126086019,0,0,0,18,3,0.04382572828048466,10,-1,0,3,1
41,9,0,1,0,0.12372375100793859,1,0,0,18,3,0.08790925496261923,1,-1,0,3,1
24,8,2,1,0,0.34894549749576953,0,0,0,18,3,0.04717710750193349,1,-1,0,3,1
24,1,2,1,0,0.07965837980261439,0,1,0,18,3,0.03402938901778809,2,-1,0,3,1
59,10,1,1,0,0.08965258770485288,0,0,0,18,3,0.020881670533642694,3,-1,0,3,1
85,5,0,0,0,0.16422300712087312,0,0,0,18,3,0.09100283578241815,3,-1,0,3,1
51,9,1,1,0,0.0790905270808963,0,0,0,18,3,0.1134312967259603,2,-1,0,3,1
39,9,1,1,0,0.10349683706034003,0,0,0,18,3,0.05310647073988141,4,-1,0,3,1
44,4,1,0,0,0.0840989880864499,0,0,0,19,3,0.068574374838876,5,-1,0,3,1
26,0,2,1,0,0.10625660128788998,0,0,0,19,3,0.16808455787574117,3,-1,0,3,1
48,4,1,2,0,0.09829530612940228,1,0,0,26,3,0.06264501160092807,1,-1,0,3,1
37,9,2,1,0,0.0905952232229049,0,0,0,26,3,0.038669760247486466,1,-1,0,3,1
71,5,1,2,0,0.08517790825771428,0,0,1,26,3,0.09409641660221707,1,-1,0,3,1
62,3,1,3,0,0.10071435872392137,0,0,1,26,3,0.09254962619231762,1,-1,0,3,1
26,0,2,2,0,0.08131650975003124,0,1,0,26,3,0.05362206754318123,2,-1,0,3,1
43,10,2,2,0,0.08892573622105371,1,0,0,26,3,0.02449084815674143,1,-1,0,3,1
30,4,2,2,0,0.14091833142156251,1,0,0,27,3,0.04975509151843258,1,100,1,2,1
50,4,1,3,0,0.17253637096682606,0,0,0,27,3,0.04949729311678268,1,261,1,0,1
25,9,2,1,0,0.09174228572077546,1,0,0,27,3,0.10569734467646301,5,-1,0,3,1
25,0,2,2,0,0.12012356475224586,1,0,0,27,3,0.09048723897911833,1,-1,0,3,1
31,4,2,2,0,0.08825567000942636,0,0,0,27,3,0.04382572828048466,1,-1,0,3,1
28,9,2,2,0,0.10602946019920274,1,0,1,27,3,0.08765145656096933,2,-1,0,3,1
66,5,1,1,0,0.08906202087426605,0,0,0,27,3,0.03325599381283836,2,-1,0,3,1
41,4,1,1,0,0.0809417269536973,1,0,0,27,3,0.021912864140242332,2,-1,0,3,1
46,9,1,1,0,0.11676187663967474,0,1,0,27,3,0.029131219386439807,1,-1,0,3,1
42,10,1,2,0,0.08430341506626841,0,0,0,27,3,0.039700953854086105,1,-1,0,3,1
28,9,2,1,0,0.09324141690611124,0,0,0,27,3,0.019850476927043052,1,-1,0,3,1
39,1,2,0,0,0.08436020033844023,1,0,0,27,3,0.05955143078112916,1,270,1,1,1
42,7,1,1,0,0.09338905861375793,1,0,0,2,7,0.18303686517143594,4,-1,0,3,1
35,7,1,1,0,0.07835231854266278,1,0,0,2,7,0.09693219902036608,4,-1,0,3,1
55,9,1,1,0,0.07776175171207596,1,1,0,2,7,0.029389017788089715,1,-1,0,3,1
37,9,1,2,0,0.08399677459654065,0,0,0,2,7,0.06109822119102862,1,-1,0,3,1
29,4,2,2,0,0.07880660072003726,0,0,0,2,7,0.04459912348543439,5,-1,0,3,1
49,4,1,2,0,0.1104814255374726,0,0,0,2,7,0.030420211394689357,3,-1,0,3,1
44,9,2,1,0,0.08060101532066644,0,0,1,2,7,0.09796339262696571,2,-1,0,3,1
54,0,1,1,0,0.08459869848156182,0,0,0,3,7,0.03634957463263728,2,-1,0,3,1
28,4,2,2,0,0.08605240144916015,1,0,0,3,7,0.16215519463779324,1,-1,0,3,1
30,0,2,1,0,0.08370149118124723,0,1,0,3,7,0.020881670533642694,1,-1,0,3,1
47,9,1,1,0,0.081089368661344,0,0,0,3,7,0.12812580562000517,1,-1,0,3,1
34,1,2,1,0,0.08020351841546376,0,0,0,3,7,0.0897138437741686,3,-1,0,3,1
37,11,2,2,0,0.07776175171207596,0,0,0,3,7,0.10930652229956174,1,-1,0,3,1
25,6,2,2,0,0.07823874799831916,1,0,0,3,7,0.08197989172467131,1,-1,0,3,1
29,9,2,1,0,0.08135058091333432,1,0,0,3,7,0.039700953854086105,1,-1,0,3,1
62,4,1,1,0,0.12957263404163497,1,0,0,3,7,0.04279453467388502,1,-1,0,3,1
58,4,0,1,0,0.19337656585388013,0,0,0,3,7,0.04588811549368394,2,-1,0,3,1
46,4,1,2,0,0.07776175171207596,0,0,0,3,7,0.07811291569992267,13,-1,0,3,1
56,5,1,2,0,0.08095308400813166,0,0,0,3,7,0.02423304975509152,2,-1,0,3,1
33,4,1,2,0,0.08060101532066644,0,0,0,4,7,0.09667440061871617,6,-1,0,3,1
27,8,2,2,0,0.07776175171207596,0,0,0,5,7,0.020623872131992783,3,-1,0,3,1
60,5,1,1,0,0.08235000170355816,0,0,0,5,7,0.07888631090487239,2,196,2,0,1
32,4,2,2,0,0.08350842125586308,0,0,0,5,7,0.015725702500644496,2,-1,0,3,1
83,5,0,0,0,0.09022044042657097,0,0,1,5,7,0.046145913895333845,1,-1,0,3,1
35,6,1,2,0,0.11976013901034628,1,0,0,5,7,0.02681103377159062,1,-1,0,3,1
31,4,0,2,0,0.08779003077761752,1,0,0,5,7,0.028357824181490077,2,106,1,0,1
30,8,2,2,0,0.10659731292092084,0,0,1,5,7,0.05078628512503222,5,-1,0,3,1
29,9,1,1,0,0.10417826032640175,0,0,0,6,7,0.04975509151843258,1,-1,0,3,1
36,4,2,2,0,0.08697232285834346,0,0,0,6,7,0.05852023717452952,1,-1,0,3,1
57,4,1,2,0,0.0806691576472726,0,0,0,6,7,0.058004640371229696,1,-1,0,3,1
21,1,2,1,0,0.08550726283631077,0,0,0,6,7,0.06805877803557618,1,-1,0,3,1
44,4,2,2,0,0.08324720900387275,0,0,0,6,7,0.052848672338231505,2,199,6,2,1
23,4,2,2,0,0.09486547569022499,0,0,0,9,7,0.03325599381283836,4,-1,0,3,1
34,4,2,2,0,0.08429205801183405,0,0,0,9,7,0.029389017788089715,1,-1,0,3,1
32,6,1,1,0,0.08240678697572998,0,0,0,9,7,0.055426656354730604,2,-1,0,3,1
37,10,2,2,0,0.09270763534769623,1,0,0,10,7,0.0897138437741686,2,112,3,0,1
35,4,2,2,0,0.0853823352375328,1,0,0,10,7,0.028357824181490077,1,-1,0,3,1
47,4,1,2,0,0.10446218668726079,0,0,0,10,7,0.020108275328692964,1,-1,0,3,1
61,4,1,2,0,0.08908473498313478,0,0,0,10,7,0.02681103377159062,1,-1,0,3,1
30,4,2,2,0,0.132366469432488,0,0,0,10,7,0.06960556844547564,1,-1,0,3,1
70,5,1,1,0,0.15069675528954812,0,0,0,10,7,0.030935808197989172,1,-1,0,3,1
52,4,1,2,0,0.07811382039954118,0,0,0,10,7,0.034287187419437995,1,-1,0,3,1
28,4,2,1,0,0.07970380802035185,0,0,0,10,7,0.02345965455014179,1,-1,0,3,1
57,4,1,2,0,0.10821001465060022,0,0,0,11,7,0.06805877803557618,2,-1,0,3,1
24,0,2,2,0,0.07706897139157988,0,0,0,11,7,0.02397525135344161,4,-1,0,3,1
32,4,1,2,0,0.1791688907564934,0,0,0,11,7,0.03196700180458881,1,-1,0,3,1
65,3,1,0,0,0.08588204563264472,0,0,0,11,7,0.08275328692962104,1,-1,0,3,1
44,4,1,2,0,0.08977751530363086,0,0,0,11,7,0.04795050270688322,3,-1,0,3,1
32,2,2,2,0,0.07737561186130765,1,0,0,11,7,0.02552204176334107,1,-1,0,3,1
33,9,2,2,0,0.08069187175614133,0,0,0,12,7,0.020108275328692964,4,-1,0,3,1
53,7,0,1,0,0.07776175171207596,0,0,0,12,7,0.020108275328692964,2,-1,0,3,1
31,4,0,2,0,0.07856810257691565,0,0,0,12,7,0.030162412993039445,1,-1,0,3,1
58,6,1,2,0,0.14374623797571862,0,0,0,12,7,0.03531838102603764,1,-1,0,3,1
30,4,2,2,0,0.11720480176261486,0,0,0,12,7,0.3111626707914411,2,-1,0,3,1
47,1,1,1,0,0.08046473066745409,1,1,0,13,7,0.7924722866718227,1,-1,0,3,1
60,9,1,1,0,0.09752302642786567,0,0,0,13,7,0.07579273008507348,2,-1,0,3,1
36,2,0,2,0,0.11645523616994696,0,0,0,16,7,0.10054137664346481,4,-1,0,3,1
37,7,2,1,0,0.08962987359598415,0,0,0,17,7,0.10415055426656356,2,41,1,0,1
43,0,1,1,0,0.07926088289741173,0,0,0,17,7,0.05620005155968033,1,-1,0,3,1
37,0,2,2,0,0.08911880614643786,1,0,0,17,7,0.04975509151843258,1,-1,0,3,1
31,4,2,2,0,0.07906781297202757,0,0,0,17,7,0.047692704305233306,1,-1,0,3,1
31,9,1,1,0,0.0798060215102611,0,0,0,17,7,0.0765661252900232,2,-1,0,3,1
30,4,2,2,0,0.0800445196533827,1,0,0,17,7,0.08326888373292085,2,-1,0,3,1
30,4,1,2,0,0.1696289650316294,1,0,0,18,7,0.059293632379479246,2,294,2,0,1
